time,soc,state
0,100.0,S1_FULL
1,99.86333333333334,S1_FULL
2,99.84333333333333,S1_FULL
3,99.82333333333334,S1_FULL
4,99.80333333333334,S1_FULL
5,99.71666666666668,S1_FULL
6,99.58000000000001,S1_FULL
7,99.56000000000003,S1_FULL
8,99.54000000000003,S1_FULL
9,99.52000000000002,S1_FULL
10,99.50000000000003,S1_FULL
11,99.36333333333337,S1_FULL
12,99.34333333333338,S1_FULL
13,99.32333333333338,S1_FULL
14,99.30333333333337,S1_FULL
15,99.28333333333337,S1_FULL
16,99.14666666666672,S1_FULL
17,99.06000000000004,S1_FULL
18,98.97333333333339,S1_FULL
19,98.95333333333339,S1_FULL
20,98.9333333333334,S1_FULL
21,98.79666666666674,S1_FULL
22,98.77666666666673,S1_FULL
23,98.75666666666673,S1_FULL
24,98.73666666666674,S1_FULL
25,98.71666666666674,S1_FULL
26,98.58000000000008,S1_FULL
27,98.56000000000009,S1_FULL
28,98.47333333333343,S1_FULL
29,98.45333333333343,S1_FULL
30,98.36666666666676,S1_FULL
31,98.16333333333343,S1_FULL
32,98.14333333333343,S1_FULL
33,98.12333333333343,S1_FULL
34,98.10333333333344,S1_FULL
35,98.08333333333344,S1_FULL
36,97.94666666666677,S1_FULL
37,97.92666666666679,S1_FULL
38,97.84000000000012,S1_FULL
39,97.82000000000012,S1_FULL
40,97.80000000000013,S1_FULL
41,97.66333333333345,S1_FULL
42,97.64333333333346,S1_FULL
43,97.5566666666668,S1_FULL
44,97.5366666666668,S1_FULL
45,97.51666666666681,S1_FULL
46,97.38000000000014,S1_FULL
47,97.36000000000014,S1_FULL
48,97.34000000000015,S1_FULL
49,97.32000000000015,S1_FULL
50,97.30000000000015,S1_FULL
51,97.1633333333335,S1_FULL
52,97.14333333333349,S1_FULL
53,97.12333333333349,S1_FULL
54,97.1033333333335,S1_FULL
55,97.0833333333335,S1_FULL
56,96.94666666666684,S1_FULL
57,96.92666666666683,S1_FULL
58,96.90666666666684,S1_FULL
59,96.88666666666684,S1_FULL
60,96.86666666666684,S1_FULL
61,96.73000000000019,S1_FULL
62,96.71000000000018,S1_FULL
63,96.69000000000018,S1_FULL
64,96.67000000000019,S1_FULL
65,96.6500000000002,S1_FULL
66,96.44666666666687,S1_FULL
67,96.42666666666688,S1_FULL
68,96.40666666666688,S1_FULL
69,96.3200000000002,S1_FULL
70,96.30000000000021,S1_FULL
71,96.16333333333354,S1_FULL
72,96.14333333333354,S1_FULL
73,96.12333333333355,S1_FULL
74,96.10333333333357,S1_FULL
75,96.08333333333357,S1_FULL
76,95.9466666666669,S1_FULL
77,95.9266666666669,S1_FULL
78,95.90666666666691,S1_FULL
79,95.88666666666691,S1_FULL
80,95.80000000000024,S1_FULL
81,95.66333333333358,S1_FULL
82,95.64333333333359,S1_FULL
83,95.62333333333358,S1_FULL
84,95.53666666666693,S1_FULL
85,95.51666666666692,S1_FULL
86,95.38000000000027,S1_FULL
87,95.36000000000027,S1_FULL
88,95.34000000000027,S1_FULL
89,95.32000000000028,S1_FULL
90,95.30000000000027,S1_FULL
91,95.16333333333361,S1_FULL
92,95.14333333333362,S1_FULL
93,95.12333333333362,S1_FULL
94,95.10333333333362,S1_FULL
95,95.08333333333361,S1_FULL
96,94.94666666666696,S1_FULL
97,94.92666666666696,S1_FULL
98,94.90666666666696,S1_FULL
99,94.88666666666697,S1_FULL
100,94.80000000000031,S1_FULL
101,94.59666666666698,S1_FULL
102,94.57666666666698,S1_FULL
103,94.55666666666698,S1_FULL
104,94.53666666666697,S1_FULL
105,94.51666666666698,S1_FULL
106,94.38000000000032,S1_FULL
107,94.36000000000033,S1_FULL
108,94.34000000000033,S1_FULL
109,94.32000000000032,S1_FULL
110,94.30000000000032,S1_FULL
111,94.16333333333367,S1_FULL
112,94.14333333333367,S1_FULL
113,94.12333333333368,S1_FULL
114,94.10333333333368,S1_FULL
115,94.08333333333368,S1_FULL
116,93.94666666666703,S1_FULL
117,93.92666666666702,S1_FULL
118,93.90666666666702,S1_FULL
119,93.88666666666703,S1_FULL
120,93.86666666666703,S1_FULL
121,93.73000000000037,S1_FULL
122,93.71000000000038,S1_FULL
123,93.69000000000037,S1_FULL
124,93.67000000000037,S1_FULL
125,93.65000000000038,S1_FULL
126,93.51333333333372,S1_FULL
127,93.49333333333372,S1_FULL
128,93.47333333333371,S1_FULL
129,93.45333333333372,S1_FULL
130,93.43333333333372,S1_FULL
131,93.29666666666706,S1_FULL
132,93.27666666666707,S1_FULL
133,93.25666666666706,S1_FULL
134,93.23666666666706,S1_FULL
135,93.21666666666708,S1_FULL
136,93.08000000000041,S1_FULL
137,93.06000000000041,S1_FULL
138,92.97333333333376,S1_FULL
139,92.95333333333376,S1_FULL
140,92.93333333333376,S1_FULL
141,92.7966666666671,S1_FULL
142,92.7766666666671,S1_FULL
143,92.7566666666671,S1_FULL
144,92.7366666666671,S1_FULL
145,92.71666666666711,S1_FULL
146,92.58000000000044,S1_FULL
147,92.56000000000044,S1_FULL
148,92.54000000000045,S1_FULL
149,92.52000000000045,S1_FULL
150,92.50000000000045,S1_FULL
151,92.29666666666712,S1_FULL
152,92.27666666666713,S1_FULL
153,92.25666666666713,S1_FULL
154,92.23666666666713,S1_FULL
155,92.21666666666714,S1_FULL
156,92.0133333333338,S1_FULL
157,91.99333333333381,S1_FULL
158,91.97333333333381,S1_FULL
159,91.95333333333382,S1_FULL
160,91.93333333333382,S1_FULL
161,91.79666666666716,S1_FULL
162,91.77666666666717,S1_FULL
163,91.75666666666716,S1_FULL
164,91.73666666666716,S1_FULL
165,91.71666666666717,S1_FULL
166,91.58000000000051,S1_FULL
167,91.56000000000051,S1_FULL
168,91.5400000000005,S1_FULL
169,91.52000000000051,S1_FULL
170,91.50000000000051,S1_FULL
171,91.36333333333386,S1_FULL
172,91.34333333333386,S1_FULL
173,91.32333333333385,S1_FULL
174,91.30333333333385,S1_FULL
175,91.28333333333386,S1_FULL
176,91.1466666666672,S1_FULL
177,91.1266666666672,S1_FULL
178,91.1066666666672,S1_FULL
179,91.0866666666672,S1_FULL
180,91.06666666666722,S1_FULL
181,90.93000000000055,S1_FULL
182,90.91000000000055,S1_FULL
183,90.89000000000055,S1_FULL
184,90.87000000000056,S1_FULL
185,90.85000000000056,S1_FULL
186,90.7133333333339,S1_FULL
187,90.6933333333339,S1_FULL
188,90.6733333333339,S1_FULL
189,90.6533333333339,S1_FULL
190,90.63333333333391,S1_FULL
191,90.43000000000058,S1_FULL
192,90.41000000000058,S1_FULL
193,90.39000000000058,S1_FULL
194,90.37000000000059,S1_FULL
195,90.35000000000059,S1_FULL
196,90.21333333333392,S1_FULL
197,90.19333333333394,S1_FULL
198,90.17333333333394,S1_FULL
199,90.15333333333395,S1_FULL
200,90.13333333333394,S1_FULL
201,89.99666666666728,S1_FULL
202,89.91000000000061,S1_FULL
203,89.89000000000061,S1_FULL
204,89.87000000000062,S1_FULL
205,89.85000000000062,S1_FULL
206,89.71333333333395,S1_FULL
207,89.69333333333395,S1_FULL
208,89.67333333333396,S1_FULL
209,89.65333333333396,S1_FULL
210,89.63333333333398,S1_FULL
211,89.4966666666673,S1_FULL
212,89.4766666666673,S1_FULL
213,89.45666666666732,S1_FULL
214,89.43666666666732,S1_FULL
215,89.41666666666733,S1_FULL
216,89.28000000000065,S1_FULL
217,89.26000000000066,S1_FULL
218,89.24000000000066,S1_FULL
219,89.22000000000067,S1_FULL
220,89.20000000000067,S1_FULL
221,89.063333333334,S1_FULL
222,89.043333333334,S1_FULL
223,88.95666666666735,S1_FULL
224,88.93666666666734,S1_FULL
225,88.91666666666734,S1_FULL
226,88.78000000000068,S1_FULL
227,88.76000000000069,S1_FULL
228,88.74000000000069,S1_FULL
229,88.7200000000007,S1_FULL
230,88.7000000000007,S1_FULL
231,88.56333333333404,S1_FULL
232,88.47666666666737,S1_FULL
233,88.45666666666737,S1_FULL
234,88.43666666666738,S1_FULL
235,88.41666666666738,S1_FULL
236,88.28000000000071,S1_FULL
237,88.26000000000072,S1_FULL
238,88.24000000000072,S1_FULL
239,88.22000000000072,S1_FULL
240,88.20000000000073,S1_FULL
241,88.06333333333406,S1_FULL
242,87.9766666666674,S1_FULL
243,87.9566666666674,S1_FULL
244,87.87000000000074,S1_FULL
245,87.85000000000073,S1_FULL
246,87.71333333333408,S1_FULL
247,87.69333333333408,S1_FULL
248,87.67333333333409,S1_FULL
249,87.65333333333409,S1_FULL
250,87.6333333333341,S1_FULL
251,87.43000000000076,S1_FULL
252,87.41000000000076,S1_FULL
253,87.39000000000077,S1_FULL
254,87.37000000000077,S1_FULL
255,87.35000000000078,S1_FULL
256,87.2133333333341,S1_FULL
257,87.19333333333411,S1_FULL
258,87.10666666666745,S1_FULL
259,87.08666666666745,S1_FULL
260,87.06666666666746,S1_FULL
261,86.86333333333413,S1_FULL
262,86.84333333333413,S1_FULL
263,86.82333333333413,S1_FULL
264,86.80333333333414,S1_FULL
265,86.78333333333413,S1_FULL
266,86.58000000000081,S1_FULL
267,86.56000000000081,S1_FULL
268,86.54000000000082,S1_FULL
269,86.52000000000082,S1_FULL
270,86.43333333333415,S1_FULL
271,86.29666666666749,S1_FULL
272,86.2766666666675,S1_FULL
273,86.25666666666748,S1_FULL
274,86.23666666666749,S1_FULL
275,86.21666666666749,S1_FULL
276,86.08000000000084,S1_FULL
277,86.06000000000084,S1_FULL
278,86.04000000000084,S1_FULL
279,86.02000000000085,S1_FULL
280,86.00000000000085,S1_FULL
281,85.86333333333418,S1_FULL
282,85.84333333333419,S1_FULL
283,85.82333333333419,S1_FULL
284,85.8033333333342,S1_FULL
285,85.7833333333342,S1_FULL
286,85.64666666666754,S1_FULL
287,85.62666666666755,S1_FULL
288,85.60666666666754,S1_FULL
289,85.58666666666754,S1_FULL
290,85.56666666666754,S1_FULL
291,85.43000000000089,S1_FULL
292,85.41000000000089,S1_FULL
293,85.39000000000088,S1_FULL
294,85.37000000000089,S1_FULL
295,85.35000000000089,S1_FULL
296,85.21333333333423,S1_FULL
297,85.19333333333424,S1_FULL
298,85.17333333333423,S1_FULL
299,85.08666666666758,S1_FULL
300,85.06666666666757,S1_FULL
301,84.93000000000092,S1_FULL
302,84.91000000000092,S1_FULL
303,84.82333333333425,S1_FULL
304,84.80333333333425,S1_FULL
305,84.78333333333426,S1_FULL
306,84.64666666666758,S1_FULL
307,84.62666666666759,S1_FULL
308,84.60666666666759,S1_FULL
309,84.5866666666676,S1_FULL
310,84.56666666666762,S1_FULL
311,84.43000000000094,S1_FULL
312,84.41000000000095,S1_FULL
313,84.39000000000095,S1_FULL
314,84.30333333333428,S1_FULL
315,84.21666666666762,S1_FULL
316,84.08000000000095,S1_FULL
317,83.99333333333429,S1_FULL
318,83.9733333333343,S1_FULL
319,83.9533333333343,S1_FULL
320,83.9333333333343,S1_FULL
321,83.79666666666765,S1_FULL
322,83.77666666666764,S1_FULL
323,83.75666666666764,S1_FULL
324,83.73666666666765,S1_FULL
325,83.71666666666765,S1_FULL
326,83.51333333333432,S1_FULL
327,83.49333333333433,S1_FULL
328,83.47333333333434,S1_FULL
329,83.45333333333433,S1_FULL
330,83.43333333333433,S1_FULL
331,83.29666666666768,S1_FULL
332,83.27666666666768,S1_FULL
333,83.25666666666768,S1_FULL
334,83.23666666666767,S1_FULL
335,83.21666666666768,S1_FULL
336,83.08000000000102,S1_FULL
337,83.06000000000103,S1_FULL
338,83.04000000000103,S1_FULL
339,83.02000000000103,S1_FULL
340,83.00000000000102,S1_FULL
341,82.86333333333437,S1_FULL
342,82.84333333333437,S1_FULL
343,82.82333333333438,S1_FULL
344,82.80333333333438,S1_FULL
345,82.78333333333437,S1_FULL
346,82.64666666666771,S1_FULL
347,82.56000000000105,S1_FULL
348,82.54000000000106,S1_FULL
349,82.45333333333438,S1_FULL
350,82.43333333333439,S1_FULL
351,82.23000000000107,S1_FULL
352,82.21000000000107,S1_FULL
353,82.19000000000108,S1_FULL
354,82.17000000000108,S1_FULL
355,82.15000000000107,S1_FULL
356,82.01333333333442,S1_FULL
357,81.99333333333442,S1_FULL
358,81.97333333333442,S1_FULL
359,81.95333333333443,S1_FULL
360,81.93333333333442,S1_FULL
361,81.73000000000108,S1_FULL
362,81.64333333333444,S1_FULL
363,81.62333333333443,S1_FULL
364,81.60333333333443,S1_FULL
365,81.58333333333444,S1_FULL
366,81.44666666666778,S1_FULL
367,81.42666666666778,S1_FULL
368,81.40666666666777,S1_FULL
369,81.32000000000112,S1_FULL
370,81.30000000000112,S1_FULL
371,81.16333333333445,S1_FULL
372,81.14333333333447,S1_FULL
373,81.12333333333447,S1_FULL
374,81.10333333333448,S1_FULL
375,81.08333333333448,S1_FULL
376,80.94666666666781,S1_FULL
377,80.86000000000114,S1_FULL
378,80.84000000000114,S1_FULL
379,80.82000000000114,S1_FULL
380,80.73333333333449,S1_FULL
381,80.59666666666783,S1_FULL
382,80.57666666666783,S1_FULL
383,80.55666666666784,S1_FULL
384,80.53666666666783,S1_FULL
385,80.45000000000117,S1_FULL
386,80.3133333333345,S1_FULL
387,80.2933333333345,S1_FULL
388,80.2733333333345,S1_FULL
389,80.25333333333451,S1_FULL
390,80.23333333333451,S1_FULL
391,80.09666666666784,S1_FULL
392,80.07666666666785,S1_FULL
393,80.05666666666785,S1_FULL
394,80.03666666666787,S1_FULL
395,80.01666666666787,S1_FULL
396,79.8800000000012,S1_FULL
397,79.86000000000121,S1_FULL
398,79.84000000000121,S1_FULL
399,79.82000000000122,S1_FULL
400,79.80000000000122,S1_FULL
401,79.66333333333455,S1_FULL
402,79.64333333333455,S1_FULL
403,79.62333333333456,S1_FULL
404,79.60333333333456,S1_FULL
405,79.58333333333456,S1_FULL
406,79.4466666666679,S1_FULL
407,79.4266666666679,S1_FULL
408,79.4066666666679,S1_FULL
409,79.3866666666679,S1_FULL
410,79.36666666666791,S1_FULL
411,79.23000000000124,S1_FULL
412,79.21000000000124,S1_FULL
413,79.19000000000125,S1_FULL
414,79.17000000000125,S1_FULL
415,79.15000000000126,S1_FULL
416,79.01333333333459,S1_FULL
